address;categoryName;city;image;isAdvertisement;lat;lon;phone;postalCode;reviewsCount;title;star;url;website
"28 Rue du Faubourg Saint-Jacques, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMzf2merDCZMYJFrwmA36yyBC1Us0o9-sJmMrL3=w1920-h1080-k-no;FALSE;488.371.501;23.384.463;+33 9 84 27 50 82;75014;16;Cochinous;4.1;"https://www.google.com/maps/place/Cochinous/@48.8371485,2.3362629,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671c0be708d99:0xff23b0bb0eef162b!8m2!3d48.8371501!4d2.3384463?hl=fr";
"31 Rue de la Gaité, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipOJOySylvYWQFNB1JiWQcngGCfi77pZazuea0eS=w1920-h1080-k-no;FALSE;488.394.784;23.236.129;+33 6 28 32 31 35;75014;29;Le Petit Bar du Théâtre;4;"https://www.google.com/maps/place/Le+Petit+Bar+du+Th%C3%A9%C3%A2tre/@48.839501,2.3217946,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cbafad053f:0x2d24994f7574eef3!8m2!3d48.8394784!4d2.3236129?hl=fr";
"66 Rue Raymond Losserand, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPJsC7xDWsUi0A9zlXz3v0dFF85ix2YENDBhGdG=w1920-h1080-k-no;FALSE;488.341.743;23.181.697;+33 1 45 42 59 05;75014;290;Au métro;3.6;"https://www.google.com/maps/place/Au+m%C3%A9tro/@48.834165,2.3159922,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6704ae2f8f35f:0x4d6f8a20dc17e0d3!8m2!3d48.8341743!4d2.3181697?hl=fr";facebook.com
"99 Bd du Montparnasse, 75006 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipOLgcvGJEeAvFLZjpiGcMy6193-V7xMvucnFTEM=w1920-h1080-k-no;FALSE;488.426.118;23.284.069;+33 1 45 48 38 24;75006;857;Le Select;4.1;"https://www.google.com/maps/place/Le+Select/@48.8426118,2.3262182,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cec3b8c33d:0xf490ad9e2a591f8e!8m2!3d48.8426118!4d2.3284069?hl=fr";leselectmontparnasse.fr
"59 Bd du Montparnasse, 75006 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMP0Q18nckd8JXa6wEb7VXMnVuz-0BbJODSwRsX=w1920-h1080-k-no;FALSE;488.442.753;23.233.349;+33 6 46 72 86 64;75006;568;La Marine;3.9;"https://www.google.com/maps/place/La+Marine/@48.8442992,2.321164,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cd1e86a67f:0xce6d693fc5777298!8m2!3d48.8442753!4d2.3233349?hl=fr";4sq.com
"135 Boulevard Brune, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipN6iKawxPEEbFXlD4DH_mXhlcY36yNOjVea2ZiN=w1920-h1080-k-no;FALSE;488.250.384;23.183.616;+33 1 53 90 70 34;75014;319;L'impératif;3.8;"https://www.google.com/maps/place/L'imp%C3%A9ratif/@48.8250292,2.3161629,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67052c233b40d:0x3e7f9d8b1d13fa0!8m2!3d48.8250384!4d2.3183616?hl=fr";m.facebook.com
"164 avenue du Maine, 185 Rue du Château, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipOezAUTpTumhX8dv7w2AbWeS44MrlTmSbUPimzi=w1920-h1080-k-no;FALSE;488.331.145;23.245.884;+33 1 44 39 99 58;75014;45;La Brouette;4.5;"https://www.google.com/maps/place/La+Brouette/@48.8331145,2.3223997,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ceab7010b9:0xd94ea2e9c511ca46!8m2!3d48.8331145!4d2.3245884?hl=fr";
"8 Pl. du 18 Juin 1940, 75006 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNXa_iQHivDxqWVZBkQcSo7ougcWOsfsiMrNJK2=w1920-h1080-k-no;FALSE;488.442.168;23.235.282;+33 1 45 48 99 34;75006;1539;Café Montparnasse;4;"https://www.google.com/maps/place/Caf%C3%A9+Montparnasse/@48.8442197,2.321338,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671ccfb4c96e1:0x9c4805005fb2928f!8m2!3d48.8442168!4d2.3235282?hl=fr";cafemontparnasse.fr
"47 Rue Boulard, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNvQe8_--HSVxzTEcKU-wusKE20BFaI9u2vCjWa=w1920-h1080-k-no;FALSE;488.320.605;23.276.241;+33 1 45 41 51 55;75014;82;Le Flash;4.1;"https://www.google.com/maps/place/Le+Flash/@48.8320584,2.3254148,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b6c58ae54f:0xcde4265d18f6ad33!8m2!3d48.8320605!4d2.3276241?hl=fr";
"74 Av. du Général Leclerc, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMdJkDy6ZvsU_P59oaPOBYh8h3fzFdFz8gqhXQ0=w1920-h1080-k-no;FALSE;488.292.162;23.277.841;+33 1 40 44 65 25;75014;220;Le courlis;4.1;"https://www.google.com/maps/place/Le+courlis/@48.8292162,2.3255954,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b104749973:0x4a003b12d40bb7c9!8m2!3d48.8292162!4d2.3277841?hl=fr";
"28 Rue d'Odessa, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipP6dOtmDZpTaYamROky_quMAlZA_rxqC0uAnAL1=w1920-h1080-k-no;FALSE;48.841.565;2.324.697;+33 1 43 20 64 84;75014;563;Café Odessa - Brasserie parisienne tendance;3.5;"https://www.google.com/maps/place/Caf%C3%A9+Odessa+-+Brasserie+parisienne+tendance/@48.841565,2.3225083,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb8b09f8af:0xee0d71b365094bf8!8m2!3d48.841565!4d2.324697?hl=fr";odessa.paris
"84 Rue Raymond Losserand, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNfhb6zSWSfFn2BeYK006sIQ-p3qm8sLhBU6U5m=w1920-h1080-k-no;FALSE;488.333.874;23.169.121;+33 1 45 42 06 91;75014;45;Le 7ème art;3.8;"https://www.google.com/maps/place/Le+7%C3%A8me+art/@48.8334039,2.3147042,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6704ba5ca93d7:0x42a58b18705f589d!8m2!3d48.8333874!4d2.3169121?hl=fr";
"73 Rue d'Alésia, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMKwV2w6T0BwoBFEVhxzAbcZnqK5UaNrs1VS5G-=w1920-h1080-k-no;FALSE;488.277.007;23.287.948;+33 1 40 47 08 34;75014;1002;Le Verre Siffleur.;4.1;"https://www.google.com/maps/place/Le+Verre+Siffleur./@48.8277017,2.3265859,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b0491e4905:0x149b9b216cd82399!8m2!3d48.8277007!4d2.3287948?hl=fr";leverresiffleur.com
"3 Rue de la Gaité, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMWptmNTaSbG5Btrp3zFZl7WeeJCvp-7ZJh-GCU=w1920-h1080-k-no;FALSE;48.840.821;23.246.305;+33 1 53 10 81 32;75014;683;L'After;4.2;"https://www.google.com/maps/place/L'After/@48.8408099,2.3224762,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671cb917f3177:0x720aee6a2b18c6fa!8m2!3d48.840821!4d2.3246305?hl=fr";fr-fr.facebook.com
"4 Av. du Général Leclerc, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipN1I_m7wGot4wMAdD1PZ7eV6ie5MEA7WtHpG2Nk=w1920-h1080-k-no;FALSE;488.333.868;23.313.706;+33 1 43 22 17 29;75014;1636;Café Daguerre;3.9;"https://www.google.com/maps/place/Caf%C3%A9+Daguerre/@48.8334045,2.3291337,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b9d79867e5:0xc35c83aa470beddd!8m2!3d48.8333868!4d2.3313706?hl=fr";facebook.com
"55 Rue de la Tombe Issoire, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPDtFf57ovxUbzzFL7w0x2HfQYQE0Rfkh5NIn60=w1920-h1080-k-no;FALSE;4.883.015;23.342.169;+33 9 81 02 44 94;75014;365;Le Petit Club;4.4;"https://www.google.com/maps/place/Le+Petit+Club/@48.8301511,2.3320243,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671bbb4b6f91d:0x759e5219196cd2b9!8m2!3d48.83015!4d2.3342169?hl=fr";
"43 Av. du Général Leclerc, 75014 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMPUQL4mMgfocThbdHeyoU-bAnpMpZyURxrmmlm=w1920-h1080-k-no;FALSE;488.301.757;23.291.684;+33 893 02 53 54;75014;509;Café d'Orléans;3.7;"https://www.google.com/maps/place/Caf%C3%A9+d'Orl%C3%A9ans/@48.8301684,2.3269991,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671b0c260876b:0x4f346b98924c8898!8m2!3d48.8301757!4d2.3291684?hl=fr";
"326 Rue Lecourbe, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPQlNZ9x2WoxcjU4jfndzGIZ8XFG6tCZ4DHYyB8=w1920-h1080-k-no;FALSE;488.374.724;22.848.752;+33 1 73 74 62 72;75015;162;Etincelle;4.4;"https://www.google.com/maps/place/Etincelle/@48.8374572,2.2826459,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6700d3486fcf5:0x41f324ef2db048e9!8m2!3d48.8374724!4d2.2848752?hl=fr";etincelleparis.eatbu.com
"200 Rue de la Convention, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPR6FTqoehFTYGLKo-lN7FI_xzZRz2ztwhEd0Vb=w1920-h1080-k-no;FALSE;488.369.613;22.969.166;+33 1 42 50 11 99;75015;691;Brasserie Le Convention;3.7;"https://www.google.com/maps/place/Brasserie+Le+Convention/@48.8369572,2.2947254,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706ab5345f49:0xe3a3783d6c5be929!8m2!3d48.8369613!4d2.2969166?hl=fr";convention-cafe.fr
"73 Rue de la Convention, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNkkTghbn1rJHRXW4hb5tp-2QqiHLj-lnCV3rRl=w1920-h1080-k-no;FALSE;488.427.301;22.846.322;+33 9 86 66 07 37;75015;47;Viet bar;4.3;"https://www.google.com/maps/place/Viet+bar/@48.8427354,2.2824486,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6712eb82adc5f:0x14618178584c0dec!8m2!3d48.8427301!4d2.2846322?hl=fr";
"108 Rue de la Convention, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipP_DTxsSKYgBPFIqFevMNyBoFoy70rdeVNtw0Js=w1920-h1080-k-no-pi-10-ya47.8635-ro-0-fo100;FALSE;48.841.107;22.876.198;+33 1 45 54 40 18;75015;680;Le Murmure;4.2;"https://www.google.com/maps/place/Le+Murmure/@48.8410513,2.285291,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670120c55675d:0x43474614604633fb!8m2!3d48.841107!4d2.2876198?hl=fr";lemurmure.fr
"25 Rue de la Convention, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipOUY_waatfJWWgMwwCBWK_-kN4Xd5TycO_GnIb6=w1920-h1080-k-no;FALSE;488.448.834;22.798.862;+33 1 40 59 86 03;75015;41;Le Capitaine M;4.6;"https://www.google.com/maps/place/Le+Capitaine+M/@48.8449214,2.2776153,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e74d9c9d31:0x9b5afa9f86dd4097!8m2!3d48.8448834!4d2.2798862?hl=fr";
"2 Rue Linois, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMtI_xaXd_RsDH4qRItIl4OuwDTtJqRx73r9k4g=w1920-h1080-k-no;FALSE;488.488.628;22.819.027;+33 1 77 36 70 00;75015;494;Eclectic - Beaugrenelle Paris;3.8;"https://www.google.com/maps/place/Eclectic+-+Beaugrenelle+Paris/@48.8488628,2.279714,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67006744ff911:0xa30f421589ead4f7!8m2!3d48.8488628!4d2.2819027?hl=fr";restauranteclectic.fr
"28 Rue Brancion, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMV8K1Ky9fbAx8JaCAgInWulH9X2SEqMuF6Kj3u=w1920-h1080-k-no;FALSE;48.834.647;23.049.889;+33 1 45 31 41 89;75015;59;Le Post;4;"https://www.google.com/maps/place/Le+Post/@48.834647,2.3028002,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671c928bdc697:0xe67755d9713de3d3!8m2!3d48.834647!4d2.3049889?hl=fr";lepost.business.site
"114 Rue de Sèvres, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipO7bFmXSrug_w4JbGA7ER-y9drsIqothyACILvu=w1920-h1080-k-no;FALSE;48.845.492;23.119.439;+33 1 47 83 64 70;75015;323;La Tour de Nesle;4;"https://www.google.com/maps/place/La+Tour+de+Nesle/@48.845492,2.3097552,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67030465378bd:0x16e093e3c6a7ab7e!8m2!3d48.845492!4d2.3119439?hl=fr";latourdenesle.business.site
"80 Rue du Commerce, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipP81V7AWT7gV6ljyJJU_QWZrw7Z6awPoYR1w-3n=w1920-h1080-k-no;FALSE;488.449.485;22.939.526;+33 1 48 28 77 01;75015;1211;Le Commerce Café;4;"https://www.google.com/maps/place/Le+Commerce+Caf%C3%A9/@48.8449485,2.2917639,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67017244ec317:0x95f52ba5115a884a!8m2!3d48.8449485!4d2.2939526?hl=fr";
"2 Rue Mirabeau, 75016 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMrd_zWUELluQYk7hIn1HIxuuK6w_F8lBMRuoCJ=w1920-h1080-k-no;FALSE;488.472.938;22.729.363;+33 1 45 24 54 27;75016;320;Le Mirabeau;4.1;"https://www.google.com/maps/place/Le+Mirabeau/@48.8473315,2.2707205,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67aa62a04a317:0x73452ee6489a91d6!8m2!3d48.8472938!4d2.2729363?hl=fr";
"232 Rue de Vaugirard, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNgdL9vSTib5ypM8Q9ZYiF-gk0E-fKTLXTKVo28=w1920-h1080-k-no;FALSE;488.404.925;23.040.582;+33 1 45 31 19 80;75015;241;Odette et Charlus;4.2;"https://www.google.com/maps/place/Odette+et+Charlus/@48.840483,2.3018758,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703ecc422639:0x661e14562fd9c1f2!8m2!3d48.8404925!4d2.3040582?hl=fr";odette-et-charlus.fr
"96 Rue du Commerce, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipOhFHqWzSW5Zk1PPRjk_8PTwvGdlLQBlnrZdLJ4=w1920-h1080-k-no;FALSE;488.437.818;22.929.856;+33 1 45 33 77 11;75015;634;A La Tour Eiffel;4;"https://www.google.com/maps/place/A+La+Tour+Eiffel/@48.8438013,2.2907527,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67016ccc24275:0xca4b3ea964eadc27!8m2!3d48.8437818!4d2.2929856?hl=fr";alatoureiffel.fr
"386 Rue de Vaugirard, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPWiC4zj4016kLDRRhSKPXUAnMi3eJohsfc67sG=w1920-h1080-k-no;FALSE;48.832.972;22.883.097;+33 1 45 32 47 28;75015;1404;Dupont Versailles;3.1;"https://www.google.com/maps/place/Dupont+Versailles/@48.832971,2.2861235,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6706dc56917bf:0xdcdc0f17e950c275!8m2!3d48.832972!4d2.2883097?hl=fr";app.restranslate.com
"274 Rue Lecourbe, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMoiFLLSJjNw2E6SlXKxUGIPUPuwTKwbZ7H9t53=w1920-h1080-k-no;FALSE;488.385.637;22.890.088;+33 1 40 60 18 64;75015;118;Le Lutèce;4.4;"https://www.google.com/maps/place/Le+Lut%C3%A8ce/@48.8385651,2.2868222,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67012e7aedbbf:0x79d0df73e7f58737!8m2!3d48.8385637!4d2.2890088?hl=fr";
"83 Bd de Grenelle, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNWGz7X2zoKttoj8aH8JXpAw2_vstzQlYZW6T6C=w1920-h1080-k-no;FALSE;488.501.887;22.950.915;+33 1 40 56 00 02;75015;324;Le Metropolitan;3.8;"https://www.google.com/maps/place/Le+Metropolitan/@48.8502446,2.2929475,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670190db6e0c5:0x147ea86c0540bc43!8m2!3d48.8501887!4d2.2950915?hl=fr";le-metropolitan.net-lab.fr
"119 Av. Félix Faure, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMRvMUPne5Z4y4wQfIT6b0SM2AiE9OxIe4XrKRf=w1920-h1080-k-no;FALSE;488.382.931;2.281.503;+33 1 45 54 13 22;75015;325;Buron;4;"https://www.google.com/maps/place/Buron/@48.8382514,2.2793653,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6700ca74b59b3:0x6aa5719ff4242076!8m2!3d48.8382931!4d2.281503?hl=fr";buronparis.fr
"57 Bd de Vaugirard, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipO0swnuq7jVo9aRGtfe0A6w9LcIA1EJytLcI3J9=w1920-h1080-k-no;FALSE;488.406.869;23.164.609;+33 1 43 22 76 98;75015;111;Le central café;4;"https://www.google.com/maps/place/Le+central+caf%C3%A9/@48.8406405,2.3143033,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67034133f22d9:0x6a91a5a0e9af59b3!8m2!3d48.8406869!4d2.3164609?hl=fr";
"92 Bd de Grenelle, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPIUPC8FEDpGBAVnKLNdN2B3NLdVnAHsHPshaIf=w1920-h1080-k-no;FALSE;488.498.143;22.948.482;+33 1 45 78 19 68;75015;359;Brasserie Au Moka;4.3;"https://www.google.com/maps/place/Brasserie+Au+Moka/@48.8497919,2.2926433,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670226439ff81:0x69ad2917ea408681!8m2!3d48.8498143!4d2.2948482?hl=fr";
"1 Rue de la Convention, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/proxy/NmcHuqWvH4bw_F7rv3ANR6IA3gD1i5eppAsrYy2eIEvJVI_nY2FCunDW1gsowN-r_TZ6z3zbukVyCBK5lTNuHwJGdBEuB55efD7KWq7zUea3HkmdRPZmTRw69LnawhpNZwn7I6QAvjGvY-SAlSG-6s1hgJYb5xALAzD_7lI1ForA=w1920-h1080-k-no;FALSE;488.460.197;22.776.204;+33 1 45 77 97 00;75015;555;Le Régalia;3.9;"https://www.google.com/maps/place/Le+R%C3%A9galia/@48.8460197,2.2754366,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670083f16f751:0x717a9533d8b2b70b!8m2!3d48.8460197!4d2.2776204?hl=fr";leregalia.com
"44 Rue du Dr Roux, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMpwK6iHzjHQBnf6IIBfl0VP-4kpSE38ELBf4cN=w1920-h1080-k-no;FALSE;488.396.044;2.309.534;+33 1 84 19 07 95;75015;73;Au Jean Bart;3.8;"https://www.google.com/maps/place/Au+Jean+Bart/@48.8396044,2.3073453,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670377c28e07f:0xa88a6167ccad315c!8m2!3d48.8396044!4d2.309534?hl=fr";facebook.com
"283 Rue de Vaugirard, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNAIHxRB8Efv7gsRhuplr_pOLPa1pBNgRX5IO5B=w1920-h1080-k-no;FALSE;488.394.666;23.013.216;+33 9 81 22 53 59;75015;86;Le Val Girard;4.2;"https://www.google.com/maps/place/Le+Val+Girard/@48.8394441,2.299155,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df169a39993:0xcefb66b6e280a9bc!8m2!3d48.8394666!4d2.3013216?hl=fr";levalgirard.net
"5 Bd Victor, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNesn_Di5Hha1yD2_OxzWcfzWWfsvd1lDlwpG-l=w1920-h1080-k-no;FALSE;488.353.268;22.818.924;;75015;32;Bar de l'Aviation;3.8;"https://www.google.com/maps/place/Bar+de+l'Aviation/@48.8353151,2.2796955,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6707364cebb39:0xa47927c144fc4f78!8m2!3d48.8353268!4d2.2818924?hl=fr";
"77 Rue Lecourbe, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNKGyGZR5o56ZzwFxZYkK5W3ru56X29-ydECgQa=w1920-h1080-k-no;FALSE;488.432.453;23.051.555;+33 1 40 27 89 91;75015;66;Au Café Jaby;4.7;"https://www.google.com/maps/place/Au+Caf%C3%A9+Jaby/@48.8432583,2.3029578,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67142b3baadd5:0xf5824368bee55006!8m2!3d48.8432453!4d2.3051555?hl=fr";aucafejaby.fr
"49 Rue Linois, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMB337lluWNuVTFUEIxE9da7MR7c1PGOCxUIBXs=w1920-h1080-k-no;FALSE;488.470.839;22.854.484;+33 1 45 77 65 65;75015;668;Le Lutetia;3.4;"https://www.google.com/maps/place/Le+Lutetia/@48.8470839,2.2832597,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6700f88a052b1:0xbbb70567036f8e6c!8m2!3d48.8470839!4d2.2854484?hl=fr";
"198 Rue de la Convention, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNBQf6_4DPRtLjuq6hBF1mwjfSjAWOTbzaSEuBg=w1920-h1080-k-no;FALSE;488.372.191;22.961.154;+33 1 45 32 95 65;75015;781;Dupont Café Convention;3.5;"https://www.google.com/maps/place/Dupont+Caf%C3%A9+Convention/@48.8372222,2.2939224,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67015330bb37f:0xb3b517ec46fd64fb!8m2!3d48.8372191!4d2.2961154?hl=fr";dupontcafe.fr
"88 Rue Blomet, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipPOY7EUMNeX0-xZnnlL0M01L4zPqQmUImwBy07V=w1920-h1080-k-no;FALSE;48.841.246;23.012.417;+33 1 45 31 09 38;75015;284;Le P'tit Gavroche paris;4.3;"https://www.google.com/maps/place/Le+P'tit+Gavroche+paris/@48.841246,2.299053,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703e88b6b72d:0xbee0749a72b7b47d!8m2!3d48.841246!4d2.3012417?hl=fr";
"61 Av. de la Motte-Picquet, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMdON-xbt9xZN0cUEQzAllJeMtlSxIldEHLJY7H=w1920-h1080-k-no;FALSE;488.495.672;22.989.367;+33 1 47 34 54 26;75015;334;Le Zinc;3.7;"https://www.google.com/maps/place/Le+Zinc/@48.8495696,2.2967442,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670187e506ab9:0xaf0431a26988e5b6!8m2!3d48.8495672!4d2.2989367?hl=fr";m.facebook.com
"58 Bd Garibaldi, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipON4ejd1kKp5E6SeL8I03DYu6-X8Tsz2sTxYbUj=w1920-h1080-k-no;FALSE;488.461.313;23.068.715;+33 9 73 50 21 78;75015;1165;Zig Zag Café;4.4;"https://www.google.com/maps/place/Zig+Zag+Caf%C3%A9/@48.8461583,2.3047002,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703b27abb629:0xd7264797a1100fe9!8m2!3d48.8461313!4d2.3068715?hl=fr";zigzagcafe.eatbu.com
"227 Rue de Vaugirard, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipM-OBz_1DFGKtX5T1-Ok0bE9J4QiArdYq3Gpw59=w1920-h1080-k-no;FALSE;488.414.514;23.080.775;+33 1 40 61 02 10;75015;182;Les Volontaires;4.1;"https://www.google.com/maps/place/Les+Volontaires/@48.8414487,2.3058907,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6703984f2c00f:0x3264e85e665c378e!8m2!3d48.8414514!4d2.3080775?hl=fr";
"2 Pl. Cambronne, 75015 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNX8bMf0Cxw91r6_LmKmn0C3n_Le2J-AQOq0tI7=w1920-h1080-k-no;FALSE;48.847.677;23.010.424;+33 1 47 34 21 65;75015;1040;Le Royal Cambronne;3.9;"https://www.google.com/maps/place/Le+Royal+Cambronne/@48.847675,2.2988392,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67022d972a21f:0x35e30aed577cc3d0!8m2!3d48.847677!4d2.3010424?hl=fr";pagesperso-orange.fr
"5 Pl. Parmentier, 92200 Neuilly-sur-Seine, France";Brasserie;Neuilly-sur-Seine;https://lh5.googleusercontent.com/p/AF1QipMv3DIzMb7sZsFF2CiYF3ESm8zCa_6Bl_76Bdb5=w1920-h1080-k-no;FALSE;488.803.462;22.789.187;+33 1 47 22 92 05;92200;63;Océan Paris Bar;4.1;"https://www.google.com/maps/place/Oc%C3%A9an+Paris+Bar/@48.880326,2.2767171,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f8a7f3a36b7:0xc8947e93dfda7c84!8m2!3d48.8803462!4d2.2789187?hl=fr";
"3 Av. Théophile Gautier, 75016 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipMqOIHosmxwQJHrmc9qC_xdr56HbscgvAYpwpLp=w1920-h1080-k-no;FALSE;488.510.467;22.752.653;+33 1 42 88 56 46;75016;456;Le Récepteur;4.5;"https://www.google.com/maps/place/Le+R%C3%A9cepteur/@48.8510485,2.2730713,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67aa9bf58226d:0x1a05961aae4c56d6!8m2!3d48.8510467!4d2.2752653?hl=fr";lerecepteur.fr
"4 Pl. Victor Hugo, 75016 Paris, France";Brasserie;Paris;https://lh5.googleusercontent.com/p/AF1QipNKNAJqcGyaAp5isu24IIgC3YeyUkvD4X_ay2G-=w1920-h1080-k-no;FALSE;488.701.041;22.854.802;+33 1 42 73 30 43;75016;468;Brasserie Victor Hugo;3.7;"https://www.google.com/maps/place/Brasserie+Victor+Hugo/@48.8701164,2.2832884,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fd3e4976c89:0xe4672fb4b760be6d!8m2!3d48.8701041!4d2.2854802?hl=fr";business.site
