address;categoryName;city;imageUrls/0;isAdvertisement;location/lat;location/lng;phone;postalCode;reviewsCount;title;totalScore;url;website
"87 Rue de Turbigo, 75003 Paris, France";Bar à cocktails;Paris;https://lh5.googleusercontent.com/p/AF1QipM6-mKyoOndJ53MjGZtoRNYhKxwnrFKFZFLOuZ7=w1920-h1080-k-no;FALSE;488.667.654;23.613.053;+33 1 42 72 30 76;75003;396;Shake N'Smash;4.4;"https://www.google.com/maps/place/Shake+N'Smash/@48.8667627,2.3591179,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fdbdadb0e4b:0xfd3bb3085d7fb30c!8m2!3d48.8667654!4d2.3613053?hl=fr";shakensmash.com
"15 Bd du Temple, 75003 Paris, France";Bar à cocktails;Paris;https://lh5.googleusercontent.com/p/AF1QipNZQgkhcM-YvT12WLzyDJ4Q-El0FAxTHNT6Efm3=w1920-h1080-k-no;FALSE;488.640.776;23.658.745;+33 1 40 27 82 85;75003;559;Bisou.;4.5;"https://www.google.com/maps/place/Bisou./@48.8640676,2.3636478,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e07bb61ed45:0xa86b96e90dc6418!8m2!3d48.8640776!4d2.3658745?hl=fr";bar-bisou.fr
"177 Rue Saint-Martin, 75003 Paris, France";Bar à cocktails;Paris;https://lh5.googleusercontent.com/p/AF1QipPDr0EPbUT5pwsrztFkKgb4IkoLeTBvAbp0V73z=w1920-h1080-k-no;FALSE;48.862.683;23.520.851;+33 6 21 08 71 24;75003;696;Le Carlie;4.5;"https://www.google.com/maps/place/Le+Carlie/@48.8626714,2.3499423,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1bb8ec4127:0x3967625213cd8640!8m2!3d48.862683!4d2.3520851?hl=fr";lecarlie.fr
"24 Rue de la Folie Méricourt, 75011 Paris, France";Bar à cocktails;Paris;https://lh5.googleusercontent.com/p/AF1QipM6jftuuO1b7yoqZp3ud9sqjFrF8iHUAY9eZfBv=w1920-h1080-k-no;FALSE;488.627.197;23.734.623;+33 1 43 38 77 02;75011;67;Dirty Lemon;4.8;"https://www.google.com/maps/place/Dirty+Lemon/@48.8627195,2.371273,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66df9f8f841f7:0xaa22cff173c79795!8m2!3d48.8627197!4d2.3734623?hl=fr";dirtylemonbar.com
"4 Rue de l'Orillon, 75011 Paris, France";Bar à cocktails;Paris;https://lh5.googleusercontent.com/p/AF1QipOYVNL_NMdtWBJx_lrbdZunmX5bt-aDtemjuC4u=w1920-h1080-k-no;FALSE;488.695.206;23.742.867;+33 9 83 62 74 65;75011;30;Hammam Bar;4.2;"https://www.google.com/maps/place/Hammam+Bar/@48.8695246,2.3720951,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66de40d3bff91:0x73dd6a887fbe2bf1!8m2!3d48.8695206!4d2.3742867?hl=fr";hammamsaunabains.com
"8 Rue Frédéric Sauton, 75005 Paris, France";Bar à cocktails;Paris;https://lh5.googleusercontent.com/p/AF1QipNucdA2ZI6RKfRYuk0H-6MYnO8xElYGwlMrYwXb=w1920-h1080-k-no;FALSE;488.511.552;23.490.737;;75005;7;Sleepy Hollow : Expérience Immersive;4.4;"https://www.google.com/maps/place/Sleepy+Hollow+:+Exp%C3%A9rience+Immersive/@48.8511227,2.3469297,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671436b271017:0x83754f0d4d254789!8m2!3d48.8511552!4d2.3490737?hl=fr";sleepyhollowexperience.com
"8 Rue Frédéric Sauton, 75005 Paris, France";Bar à cocktails;Paris;https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=4gScjwImeIASL4qMxs1MOA&cb_client=search.gws-prod.gps&w=408&h=240&yaw=299.95642&pitch=0&thumbfov=100;FALSE;488.511.552;23.490.737;;75005;1;Club Soviétique : Expérience Immersive;5;"https://www.google.com/maps/place/Club+Sovi%C3%A9tique+:+Exp%C3%A9rience+Immersive/@48.8511227,2.3469297,17z/data=!3m1!4b1!4m5!3m4!1s0x47e6710310eb8d0b:0xb1592157f3ae795e!8m2!3d48.8511552!4d2.3490737?hl=fr";sovietclubexperience.com
"11 Rue Jean-Jacques Rousseau, 75001 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipMAUKcEw2a20r_Web9AaohrC5YW5hXRChPCgen5=w1920-h1080-k-no;FALSE;488.624.118;23.401.834;+33 1 40 28 12 69;75001;36;PITANGA;4.9;"https://www.google.com/maps/place/PITANGA/@48.862403,2.3380169,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f7662c5b4bf:0x7ce1b4359cc2cade!8m2!3d48.8624118!4d2.3401834?hl=fr";pitanga.zenchef.com
"5 Rue Tiquetonne, 75002 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipMxBB7rWsOGp4yBXsq4QgqP5T0WB2_bkqjKfKC_=w1920-h1080-k-no;FALSE;48.864.361;2.349.683;+33 9 81 77 32 00;75002;195;Piscobar;4.4;"https://www.google.com/maps/place/Piscobar/@48.8643012,2.347461,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1990bd9651:0x3177459e0bca9142!8m2!3d48.864361!4d2.349683?hl=fr";piscobarparis.fr
"64 Rue Jean-Jacques Rousseau, 75001 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipNelMdYi7TDFVtLewpXWia-ZZJaNC8sNkVsKt0Q=w1920-h1080-k-no;FALSE;488.641.572;23.438.569;+33 7 56 96 05 16;75001;37;Fada;4.7;"https://www.google.com/maps/place/Fada/@48.8640235,2.3418249,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fcb46714f95:0xf1b183cbdf0c8ac4!8m2!3d48.8641572!4d2.3438569?hl=fr";instagram.com
"17 Rue Poissonnière, 75002 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipMiHIqIwA_qYcNX1RpbOU151J35EFWB-BnyQL4O=w1920-h1080-k-no;FALSE;488.693.858;23.476.823;+33 7 68 79 13 35;75002;853;La Boissonnière Sentier;4.3;"https://www.google.com/maps/place/La+Boissonni%C3%A8re+Sentier/@48.8693856,2.3454972,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e16457d1fcb:0x34c1ade568a36fd5!8m2!3d48.8693858!4d2.3476823?hl=fr";instagram.com
"24 Rue Montorgueil, 75001 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipO1lj06LSxTUhKUZdjS-pWOvxlH10YfBuRVrC4D=w1920-h1080-k-no;FALSE;488.636.032;23.464.976;+33 1 40 39 06 98;75001;253;La Cabane Montorgueil;4.4;"https://www.google.com/maps/place/La+Cabane+Montorgueil/@48.8636049,2.3442976,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e18f4d564a5:0x714c2107fd9bf9b!8m2!3d48.8636032!4d2.3464976?hl=fr";facebook.com
"56 Av. de la République, 75011 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipOn7rN-tfh4Lz7JD3BoXx-A5FoCr24_l_vxME4=w1920-h1080-k-no;FALSE;488.648.832;23.757.166;+33 9 88 07 89 99;75011;281;Wall Street;4.3;"https://www.google.com/maps/place/Wall+Street/@48.8647938,2.3735135,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66d02bfd319bb:0x6321b769097c1fd6!8m2!3d48.8648832!4d2.3757166?hl=fr";wallstreetbar.fr
"22 Rue Réaumur, 75003 Paris, France";Bar à tapas;Paris;https://lh5.googleusercontent.com/p/AF1QipM8Yhk_LWPtl52wWzeBq3lWzozMr8GB6u080W3d=w1920-h1080-k-no;FALSE;488.651.002;23.585.302;+33 6 50 76 21 06;75003;171;Un Vinito?;4.8;"https://www.google.com/maps/place/Un+Vinito%3F/@48.8650995,2.3563411,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e056bec39b7:0x558288f46cc40a5a!8m2!3d48.8651002!4d2.3585302?hl=fr";unvinito-paris.com
"64 Rue François 1er, 75008 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOd2Uk8xMkjnXwGyfQ82WhTMO5TdSUG8XB1xb_z=w1920-h1080-k-no;FALSE;488.700.462;23.017.147;+33 1 47 20 77 09;75008;67;Ecluse François 1er;4.2;"https://www.google.com/maps/place/Ecluse+Fran%C3%A7ois+1er/@48.8700785,2.2995758,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc2641fde1f:0xd9fd0a0bcf78f7d0!8m2!3d48.8700462!4d2.3017147?hl=fr";lecluse.paris
"6 Rue du Nil, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMl0nj6eAYd60GTR2tPvTJzHzE63LdCACOY2Ukc=w1920-h1080-k-no;FALSE;488.678.098;23.479.015;+33 1 40 39 96 19;75002;2;Frenchie bar à vins;5;"https://www.google.com/maps/place/Frenchie+bar+%C3%A0+vins/@48.8677994,2.3457191,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f4d85f5fc99:0x73bcfc5bbcd09a33!8m2!3d48.8678098!4d2.3479015?hl=fr";frenchie-bav.com
"4 Pass. du Grand Cerf, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipM2wPnakmmMQsPdIAAHf5yOnOfELz4UDTjDh35f=w1920-h1080-k-no;FALSE;488.647.743;23.498.044;;75002;0;Le Pas Sage Bar à Vin;;"https://www.google.com/maps/place/Le+Pas+Sage+Bar+%C3%A0+Vin/@48.8647743,2.3476157,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19939e1e1d:0x12f8a6a046552eed!8m2!3d48.8647743!4d2.3498044?hl=fr";
"13 Rue des Petits Champs, 75001 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipPYgLkRA8MSFje4MvUSl7En-FMYkWcWtDt6ByW2=w1920-h1080-k-no;FALSE;488.662.506;23.382.858;+33 1 42 61 05 09;75001;303;Le Willi's Wine Bar;4.4;"https://www.google.com/maps/place/Le+Willi's+Wine+Bar/@48.866314,2.3361303,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e24b53b9ef7:0x492c05a832de47eb!8m2!3d48.8662506!4d2.3382858?hl=fr";williswinebar.com
"13 Pl. du Pont Neuf, 75001 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipPnm1Nbr4gqp-9O6edd1pS-c0j4pBCj9W2NURPO=w1920-h1080-k-no;FALSE;488.570.459;23.416.081;+33 1 43 54 27 90;75001;132;Taverne Henri IV;3.2;"https://www.google.com/maps/place/Taverne+Henri+IV/@48.857045,2.3394223,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2088c02d5d:0xd9e84455b58b313!8m2!3d48.8570459!4d2.3416081?hl=fr";
"10 Rue de l'Odéon, 75006 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipPJRGtcVMm_yUB9LrNh7nZABoBc2l642_UHOk0W=w1920-h1080-k-no;FALSE;488.510.908;23.385.984;+33 1 43 26 66 83;75006;179;Le 10 BAR Odéon;4.4;"https://www.google.com/maps/place/Le+10+BAR+Od%C3%A9on/@48.8510909,2.3364155,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671dc08be63ab:0x54e319a501032b87!8m2!3d48.8510908!4d2.3385984?hl=fr";lebar10.com
"38 Rue Monsieur le Prince, 75006 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMlCkwqPCAY0koHGwSeuFr0Qs_DsE04QUQd08N7=w1920-h1080-k-no;FALSE;488.490.137;23.403.409;+33 1 43 26 54 14;75006;581;Au Père Louis (Bar à Vins Paris - Saint Germain des Prés Paris 6);4.3;"https://www.google.com/maps/place/Au+P%C3%A8re+Louis+(Bar+%C3%A0+Vins+Paris+-+Saint+Germain+des+Pr%C3%A9s+Paris+6)/@48.8490245,2.3381083,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671dc57444449:0x144925998ed51837!8m2!3d48.8490137!4d2.3403409?hl=fr";auperelouisrestaurant.fr
"57 Rue Sainte-Anne, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMNzLI_EVJfpNH-lu5ilYcJ3-_d1onDTAvUa8XR=w1920-h1080-k-no;FALSE;488.678.448;23.361.602;+33 1 42 61 93 90;75002;81;Bottles;4.4;"https://www.google.com/maps/place/Bottles/@48.8678432,2.3339806,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3aebc93909:0xf207ea77627fea76!8m2!3d48.8678448!4d2.3361602?hl=fr";
"8 Rue Danielle Casanova, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOsPUbG6ApPojuPia6vGU4GG_uCbChL1Xze1qgH=w1920-h1080-k-no;FALSE;488.677.402;23.328.864;+33 1 40 13 99 21;75002;129;LQV Le Quinze Vins Paris;4.6;"https://www.google.com/maps/place/LQV+Le+Quinze+Vins+Paris/@48.8677882,2.3306771,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e12ba3d2b1:0xa28ed8ae2ad3571!8m2!3d48.8677402!4d2.3328864?hl=fr";
"14 Rue Boutebrie, 75005 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMPk5oY8mF67vNoudth9kPVrF99MKF2ffvi7MQn=w1920-h1080-k-no;FALSE;488.513.542;2.344.488;+33 1 43 25 24 24;75005;210;Le Porte-Pot;4.6;"https://www.google.com/maps/place/Le+Porte-Pot/@48.8513533,2.342303,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671e0adab3393:0x5ca44603a2223b38!8m2!3d48.8513542!4d2.344488?hl=fr";baravin.paris
"11 Rue des Canettes, 75006 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOUAXciWRNwEHorbzCR6j6938QsWnzxdwyMcFse=w1920-h1080-k-no;FALSE;488.521.805;23.338.016;+33 1 43 26 79 15;75006;396;Chez Georges;4.5;"https://www.google.com/maps/place/Chez+Georges/@48.8521802,2.3315961,17z/data=!3m1!4b1!4m5!3m4!1s0x47e671d9ee4dc2f9:0xf326a58a9c39721b!8m2!3d48.8521805!4d2.3338016?hl=fr";facebook.com
"3 Rue Poissonnière, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOUq7UCtatlq6j9reD7FpEGxNhaVVd_W1JfsuVN=w1920-h1080-k-no;FALSE;488.685.956;23.475.972;+33 6 20 89 28 39;75002;172;G-IV;4.8;"https://www.google.com/maps/place/G-IV/@48.8685929,2.345451,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e17ad77dc19:0x2b098994fb582956!8m2!3d48.8685956!4d2.3475972?hl=fr";g-iv.fr
"31 Rue Saint-Sauveur, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipN9hXzwe2eYdt9IpHW_7P9mdbjTFq8HUILOU9JW=w1920-h1080-k-no;FALSE;488.660.338;2.348.505;+33 1 40 26 37 65;75002;114;À La Main Le Comptoir;4.5;"https://www.google.com/maps/place/%C3%80+La+Main+Le+Comptoir/@48.8660338,2.3463163,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19d6a47f63:0xfd5e0556dd92ac13!8m2!3d48.8660338!4d2.348505?hl=fr";a-lamain.com
"41 Rue de l'Arbre Sec, 75001 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipPJym31etmQfexr1RISA6hDV5xcP2hSvfiFN9k=w1920-h1080-k-no;FALSE;488.610.378;23.423.684;+33 1 49 26 90 60;75001;366;Le Garde Robe;4.4;"https://www.google.com/maps/place/Le+Garde+Robe/@48.8610388,2.3401517,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e21812ff247:0x9dc0ba508fa1245!8m2!3d48.8610378!4d2.3423684?hl=fr";legarderobe.fr
"16 Rue Saint-Sauveur, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOJChQG29jssTpD6SP4v1iOh9ItU1vBtwtTycP9=w1920-h1080-k-no;FALSE;488.661.076;23.485.285;+33 7 53 48 96 80;75002;40;Baril Fûtil;4.5;"https://www.google.com/maps/place/Baril+F%C3%BBtil/@48.8661076,2.3463398,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fd503f758bd:0xb2f124e459df2ca!8m2!3d48.8661076!4d2.3485285?hl=fr";baril-futil.business.site
"18 Rue Bachaumont, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMwDcDiPUqu7SkXmAu2A3GSIId2zHkx1HxT0HNY=w1920-h1080-k-no;FALSE;488.662.238;23.450.447;+33 1 81 66 47 48;75002;0;Le Bar Chaumont;;"https://www.google.com/maps/place/Le+Bar+Chaumont/@48.8662318,2.3428586,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f6bbcfde01d:0x5c770d17e94ba01e!8m2!3d48.8662238!4d2.3450447?hl=fr";hotelbachaumont.com
"68 Rue Jean-Jacques Rousseau, 75001 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipM89diSotKihu6fvyXYcHSzS3z_ZFx4SGt8U7sL=w1920-h1080-k-no-pi0-ya205.79631-ro-0-fo100;FALSE;488.643.029;23.441.428;+33 1 44 73 97 80;75001;601;Ô Chateau;4.5;"https://www.google.com/maps/place/%C3%94+Chateau/@48.8643,2.3420113,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e2291e710d1:0x12970351136ad129!8m2!3d48.8643029!4d2.3441428?hl=fr";o-chateau.com
"41 Rue Coquillière, 75001 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipO1R9s2qsa4yFhPtAyISHw15pphpwaoq1iRHsd8=w1920-h1080-k-no;FALSE;488.645.421;23.407.319;+33 6 43 85 60 95;75001;39;L'envers (Cave et Bar à Vin);4.9;"https://www.google.com/maps/place/L'envers+(Cave+et+Bar+%C3%A0+Vin)/@48.8645421,2.3385432,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fbfa6df3c77:0xd5258b033fe30289!8m2!3d48.8645421!4d2.3407319?hl=fr";baralenvers.com
"34 Pl. du Marché Saint-Honoré, 75001 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOSANE7k_qJek2ROB7S6mfoESb8pPDweKvzR_iM=w1920-h1080-k-no;FALSE;48.866.953;2.332.424;+33 1 42 96 10 18;75001;165;Écluse Saint-Honoré;4.2;"https://www.google.com/maps/place/%C3%89cluse+Saint-Honor%C3%A9/@48.866953,2.3302353,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e302378bbed:0x6abbf26d80855e05!8m2!3d48.866953!4d2.332424?hl=fr";lecluse-saint-honore.fr
"5 Rue de Damiette, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMOSj4RwQeFRnE5FAOUkT7qifum67dpg0eBjO_K=w1920-h1080-k-no;FALSE;488.680.168;23.482.683;+33 7 81 18 80 02;75002;100;De Saison;4.6;"https://www.google.com/maps/place/De+Saison/@48.868008,2.3460518,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e17a78a1d1f:0x49f44b82449ef6f2!8m2!3d48.8680168!4d2.3482683?hl=fr";desaison.business.site
"130 Rue Saint-Denis, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipPoPa7735IgBZGjhZErdM7YNHzWgxz2Q3lUeQlv=w1920-h1080-k-no;FALSE;488.648.778;23.503.665;+33 6 69 92 30 62;75002;71;Le P'tit Bouchon;4.6;"https://www.google.com/maps/place/Le+P'tit+Bouchon/@48.86488,2.3481467,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fb3e94eba3b:0x5f5ee8f0c857bb85!8m2!3d48.8648778!4d2.3503665?hl=fr";facebook.com
"6 Rue Marie Stuart, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipNbX2IrfbWYkKd0L5lOErhsBNS9x1GKGm56yiw=w1920-h1080-k-no;FALSE;488.650.463;23.481.947;+33 9 82 55 00 49;75002;206;L'Art Source;4.4;"https://www.google.com/maps/place/L'Art+Source/@48.865114,2.3460291,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19ca62bdf3:0x7d35b6d9bf90ab98!8m2!3d48.8650463!4d2.3481947?hl=fr";lartsource.com
"28 Rue Saint-Sauveur, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOubZ4yEr71ANlPs64iIbf8yTfDzGuq9DAqjf3U=w1920-h1080-k-no;FALSE;48.866.278;2.347.778;+33 6 38 87 38 59;75002;227;REDD MONTORGUEIL;4.7;"https://www.google.com/maps/place/REDD+MONTORGUEIL/@48.866278,2.3455893,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e17872c2b33:0x2b3667a6ae3d4415!8m2!3d48.866278!4d2.347778?hl=fr";reddparis.com
"24 Rue Tiquetonne, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMC8aLGnC2tTW2TGA-M3sJmTlkPD7HwzOt1c5jD=w1920-h1080-k-no;FALSE;488.647.278;2.348.552;+33 6 07 57 91 92;75002;87;Cicchetti;4.3;"https://www.google.com/maps/place/Cicchetti/@48.864714,2.3463574,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e19b73c6d33:0xe48572ee37c0bd25!8m2!3d48.8647278!4d2.348552?hl=fr";cicchetti.org
"5-7 Rue du Croissant, 75002 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipM-IZ98ejIRDCnujr8cs4F5NjINnSqieSWwQzUD=w1920-h1080-k-no;FALSE;48.868.678;23.448.502;+33 6 47 64 31 79;75002;145;L'Ivress Bourse;4.5;"https://www.google.com/maps/place/L'Ivress+Bourse/@48.8686844,2.3426654,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e3d7837457f:0xbf07bf0edb43d6e2!8m2!3d48.868678!4d2.3448502?hl=fr";livress.fr
"33 Rue de Montmorency, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMeuKvkfQzjHmrB5irO5Rbyzh0mM9gMfl2FipPp=w1920-h1080-k-no;FALSE;488.633.213;23.540.404;+33 9 50 50 20 67;75003;292;Les Epiciers;4.8;"https://www.google.com/maps/place/Les+Epiciers/@48.8633002,2.3518427,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1b03822161:0xc5af1030c6f52f7e!8m2!3d48.8633213!4d2.3540404?hl=fr";les-epiciers.com
"51 Rue Notre Dame de Nazareth, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipO5E-J4-Jdub7KgaJKEwg0V8_2TMm7Bak8sMMPF=w1920-h1080-k-no;FALSE;488.676.114;23.568.455;+33 9 86 29 13 01;75003;131;Le Ballon Rouge;4.5;"https://www.google.com/maps/place/Le+Ballon+Rouge/@48.867623,2.3546623,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0fdf2bee73:0x6fd985bc0a3432a!8m2!3d48.8676114!4d2.3568455?hl=fr";leballonrouge.fr
"36 Rue Meslay, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMLfhWjtpJNyyQmmnYTOU29EWJDuUrWuacmJnbp=w1920-h1080-k-no;FALSE;488.680.984;23.586.075;+33 1 45 68 96 05;75003;14;Adonis Wine Bar;5;"https://www.google.com/maps/place/Adonis+Wine+Bar/@48.8681904,2.3564606,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fd76d7501c9:0x7e2863f2c946d54b!8m2!3d48.8680984!4d2.3586075?hl=fr";adoniswinebarparis.com
"140 Ave Parmentier, 75011 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipMQIVpp-Dz4Q0-yB7tmEE1qGb1-EMMGgNpzxIT9=w1920-h1080-k-no;FALSE;488.692.304;2.371.782;+33 1 48 06 26 81;75011;53;La Cave du Daron;4.8;"https://www.google.com/maps/place/La+Cave+du+Daron/@48.869236,2.369611,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66de3b9642c5b:0x6338c22b4ba4d923!8m2!3d48.8692304!4d2.371782?hl=fr";cavedudaron.com
"167 Rue Saint-Martin, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipNyBWSNZ8SlSsvrnoYm9KAZDybGXj0wrMLwhYuL=w1920-h1080-k-no;FALSE;488.624.591;23.519.521;+33 6 42 03 66 67;75003;88;Ô Comptoir du Sud-Ouest - Saint-Martin;4.3;"https://www.google.com/maps/place/%C3%94+Comptoir+du+Sud-Ouest+-+Saint-Martin/@48.8624739,2.3497088,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1bc0439789:0x23b87a8a5b75cc67!8m2!3d48.8624591!4d2.3519521?hl=fr";
"65 Rue de Bretagne, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipOjP0QZAgaXwpwfU4jzeVT6MjHDyRqw_lys3KRc=w1920-h1080-k-no;FALSE;488.642.764;23.600.848;+33 1 45 31 73 54;75003;75;Le Pinardier;4.9;"https://www.google.com/maps/place/Le+Pinardier/@48.8642149,2.3577957,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f9dc6560c4b:0x3a2e3946b35967b4!8m2!3d48.8642764!4d2.3600848?hl=fr";lepinardierparis.com
"7 Rue de la Présentation, 75011 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipNKmGUlBT-qUoIkTk6FCNluVcNIZNLUjMKTrP0K=w1920-h1080-k-no;FALSE;488.709.776;23.767.998;+33 9 72 91 36 77;75011;67;Liquiderie Bar;4.6;"https://www.google.com/maps/place/Liquiderie+Bar/@48.8709815,2.3746166,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66db888b21673:0x96606e82567e55fd!8m2!3d48.8709776!4d2.3767998?hl=fr";liquiderie.com
"67 Rue des Gravilliers, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/p/AF1QipPMlRpyVCNZL-RqLLe-8AV5XSmIJgluwzuPIPlQ=w1920-h1080-k-no-pi-2.1167402-ya2.171548-ro0.039036784-fo100;FALSE;488.644.339;23.544.122;+33 1 83 89 77 30;75003;198;La Trinquette;4.5;"https://www.google.com/maps/place/La+Trinquette/@48.8644104,2.3522092,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e1aee72a6b9:0x16f461b81278d7ad!8m2!3d48.8644339!4d2.3544122?hl=fr";la-trinquette.com
"6 Rue Charles-François Dupuis, 75003 Paris, France";Bar à vin;Paris;https://lh5.googleusercontent.com/proxy/6KZAWY4gYvQ58lpPbzEx2LeEWvZV7PHWI1U0kzNZtvLX7RM0bgCSVObTJgkXPwcFCN5VuXpkUFcKe9SM0tkDxOND4iweVimRtvYA5fQeYazfarDogO2sQoLvCZssiTE4QI3IDUv7LQE5k8dn6qsqgcUSOX5P9nWceT26i-9e2zW9=w1920-h1080-k-no;FALSE;48.865.139;23.631.797;+33 1 48 04 57 59;75003;831;Le Barav;4.6;"https://www.google.com/maps/place/Le+Barav/@48.865139,2.360991,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66e0610c42053:0xbb437adffa306305!8m2!3d48.865139!4d2.3631797?hl=fr";lebarav.fr
