"address","categoryName","city","countryCode","imageUrls/0","isAdvertisement","locatedIn","location/lat","location/lng","neighborhood","orderBy/0/name","orderBy/0/url","orderBy/1/name","orderBy/1/url","orderBy/2/name","orderBy/2/url","permanentlyClosed","phone","placeId","plusCode","postalCode","rank","reviewsCount","reviewsDistribution/fiveStar","reviewsDistribution/fourStar","reviewsDistribution/oneStar","reviewsDistribution/threeStar","reviewsDistribution/twoStar","scrapedAt","searchPageUrl","searchString","state","street","subTitle","temporarilyClosed","title","totalScore","url","website"
"6 Pl. Victor Hugo, 75116 Paris, France","Restaurant italien","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOKWG8HDx3ifXng78y5QL7RbE0IJAvbXp7c2l-G=w1920-h1080-k-no","false",,"48.8701098","2.2850628","6 Pl. Victor Hugo",,,,,,,"false","+33 1 45 01 22 22","ChIJLenE3_Bv5kcRf3O0IRZ_9uk","V7CP+22 Paris, France","75116","111","599","256","205","39","62","37","2021-08-07T18:26:51.716Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"6 Pl. Victor Hugo",,"false","Romeo - Bar & Grill","4","https://www.google.com/maps/place/Romeo+-+Bar+%26+Grill/@48.8701037,2.2828322,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ff0dfc4e92d:0xe9f67f1621b4737f!8m2!3d48.8701098!4d2.2850628?hl=fr","restaurantromeo.fr"
"5 Rue Mesnil, 75116 Paris, France","Bistro","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMxlhZRkYTtGS4qQxaR4EHzpR6pCtbALXwYP0Kq=w1920-h1080-k-no","false",,"48.8687219","2.2848508","5 Rue Mesnil","petitretro.fr","https://petitretro.fr/reservation/","thefork.fr","https://www.thefork.fr/restaurant/le-petit-retro-r29795?cc=18174-54f",,,"false","+33 1 44 05 06 05","ChIJSa5av_Bv5kcRuxLkfzhPre0","V79M+FW Paris, France","75116","110","289","163","68","11","34","13","2021-08-07T18:26:58.078Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"5 Rue Mesnil",,"false","Le Petit Rétro","4.2","https://www.google.com/maps/place/Le+Petit+R%C3%A9tro/@48.8687143,2.2826862,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ff0bf5aae49:0xedad4f387fe412bb!8m2!3d48.8687219!4d2.2848508?hl=fr","petitretro.fr"
"74 Rue Saint-Didier, 75116 Paris, France","Restaurant casher","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMAwDWWDWRyR5DimTl6y4EPldqCiPon1T9fsgd4=w1920-h1080-k-no","false",,"48.8677581","2.2817423","74 Rue Saint-Didier","grillbar.fr","https://www.grillbar.fr/",,,,,"false","+33 1 45 05 17 17      téléphone3","ChIJh1wAhlFv5kcREO5wuudGNBo","V79J+4P Paris, France","75116","109","135","88","13","22","6","6","2021-08-07T18:27:05.718Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"74 Rue Saint-Didier",,"false","Grill Bar","4","https://www.google.com/maps/place/Grill+Bar/@48.8677807,2.2795696,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f5186005c87:0x1a3446e7ba70ee10!8m2!3d48.8677581!4d2.2817423?hl=fr","grillbar.fr"
"20 Av. de New York, 75116 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipN4saz9PE85LafX5atCdzlB54Y6yvHHlDF7L6dq=w1920-h1080-k-no","false",,"48.8637917","2.2967472","20 Av. de New York",,,,,,,"false","+33 1 47 20 90 47","ChIJNWYQDudv5kcRj-kwX_6y0Sc","V77W+GM Paris, France","75116","108","1371","741","335","115","123","57","2021-08-07T18:27:13.320Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"20 Av. de New York",,"false","Monsieur Bleu","4.1","https://www.google.com/maps/place/Monsieur+Bleu/@48.8637917,2.2945585,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fe70e106635:0x27d1b2fe5f30e98f!8m2!3d48.8637917!4d2.2967472?hl=fr","monsieurbleu.com"
"39 Av. Kléber, 75116 Paris, France","Brasserie","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMucaVa771iBLGDL1vp1EGXAFigNWQl000Zctv_=w1920-h1080-k-no","false",,"48.8687837","2.2916935","39 Av. Kléber",,,,,,,"false","+33 1 47 04 61 40","ChIJmWTco-9v5kcRJHCJBYFXPzw","V79R+GP Paris, France","75116","107","315","145","107","11","43","9","2021-08-07T18:27:21.005Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"39 Av. Kléber",,"false","Fleurus Café","4.2","https://www.google.com/maps/place/Fleurus+Caf%C3%A9/@48.8688257,2.2895767,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fefa3dc6499:0x3c3f578105897024!8m2!3d48.8687837!4d2.2916935?hl=fr",
"14 Rue Lincoln, 75008 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPQW6Rc8ktt8P4bkcMGRcSgrWuOfvZLO1tQj7g=w1920-h1080-k-no-pi-10-ya300-ro0-fo100","false",,"48.8704814","2.3031536","14 Rue Lincoln","thefork.fr","https://www.thefork.fr/restaurant/le-cottage-elysee-r477259?cc=18174-54f",,,,,"false","+33 6 79 72 26 32","ChIJq7fkS8Jv5kcRb_1jVO1zkSo","V8C3+57 Paris, France","75008","106","251","137","69","8","30","7","2021-08-07T18:27:28.959Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"14 Rue Lincoln",,"false","Cottage Elysée","4.3","https://www.google.com/maps/place/Cottage+Elys%C3%A9e/@48.8704884,2.3009471,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc24be4b7ab:0x2a9173ed5463fd6f!8m2!3d48.8704814!4d2.3031536?hl=fr",
"79 Av. Kléber, 75016 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPq9rpZ4wKbsIPLMGRLraDjKw48ZlN5MZfmn5H3=w1920-h1080-k-no-pi-0-ya5.913933-ro-0-fo100","false",,"48.8649556","2.2889502","79 Av. Kléber","corsoparis.fr","https://presto.corsoparis.fr/?utm_source=GPlaces&utm_campaign=Lien_Takaway&utm_content=Kleber",,,,,"false","+33 1 44 05 96 15","ChIJ3d9C1fpv5kcRhFJTXzjPlgU","V77Q+XH Paris, France","75016","105","752","329","243","47","104","29","2021-08-07T18:27:38.372Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"79 Av. Kléber",,"false","Corso Kléber","4","https://www.google.com/maps/place/Corso+Kl%C3%A9ber/@48.8649556,2.2867615,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ffad542dfdd:0x596cf385f535284!8m2!3d48.8649556!4d2.2889502?hl=fr","corsoparis.fr"
"40 Rue de Longchamp, 75116 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNc4qaggBNdK7P671FYRCTZ6kNBGUeHl51xqhQM=w1920-h1080-k-no","false",,"48.8651858","2.289135","40 Rue de Longchamp","thefork.fr","https://www.thefork.fr/restaurant/le-bistro-de-longchamp-r74387?cc=18174-54f",,,,,"false","+33 1 47 27 53 50","ChIJQVmhK-Vv5kcRa7e0hGta-AQ","V78Q+3P Paris, France","75116","104","443","266","113","9","45","10","2021-08-07T18:27:45.460Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"40 Rue de Longchamp",,"false","Le Bistro de Longchamp","4.4","https://www.google.com/maps/place/Le+Bistro+de+Longchamp/@48.8651431,2.2870818,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fe52ba15941:0x4f85a6b84b4b76b!8m2!3d48.8651858!4d2.289135?hl=fr","facebook.com"
"66 Rue Jean de la Fontaine, 75016 Paris, France","Café","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOiDIMFo5GsZ3Q5FlmTxbxFVrqUCuRy83ljbhyi=w1920-h1080-k-no","false",,"48.8504966","2.2705515","66 Rue Jean de la Fontaine",,,,,,,"false","+33 1 42 88 09 56","ChIJ1Rfi0K565kcRBGn98aoapt0","V72C+56 Paris, France","75016","103","23","5","6","6","4","2","2021-08-07T18:27:52.777Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"66 Rue Jean de la Fontaine",,"false","Café Ribera","3.1","https://www.google.com/maps/place/Caf%C3%A9+Ribera/@48.8504936,2.2683535,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67aaed0e217d5:0xdda61aaaf1fd6904!8m2!3d48.8504966!4d2.2705515?hl=fr",
"5 Pl. de Barcelone, 75016 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPQKBOvShCrrn8-Fi7etvdLEELXvQ_g8SC_Vq_d=w1920-h1080-k-no","false",,"48.8473248","2.2730085","5 Pl. de Barcelone","thefork.fr","https://www.thefork.fr/restaurant/la-terrasse-r426645?cc=18174-54f",,,,,"false","+33 1 42 24 41 51","ChIJe9QQdKF75kcR1rOkqT9yFtM","R7WF+W5 Paris, France","75016","102","202","139","34","9","13","7","2021-08-07T18:28:02.227Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8590186,2.2015639,12z/data=!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"5 Pl. de Barcelone",,"false","La Terrasse","4.4","https://www.google.com/maps/place/La+Terrasse/@48.8473644,2.2707941,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67ba17410d47b:0xd316723fa9a4b3d6!8m2!3d48.8473248!4d2.2730085?hl=fr","laterrasse-paris16.fr"
"64 Av. Bosquet, 75007 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPIglL6KwRr6AO2NwFDdOXDBQX4VNLWCd9hwAWI=w1920-h1080-k-no","false",,"48.8550029","2.3050556","64 Av. Bosquet","legatsby.fr","https://www.legatsby.fr/privatisation/",,,,,"false","+33 1 45 51 56 24","ChIJz6QnLSdw5kcRYbXZEC0xOuo","V834+X2 Paris, France","75007","101","286","181","69","7","22","7","2021-08-07T18:28:09.324Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"64 Av. Bosquet",,"false","Gatsby","4.4","https://www.google.com/maps/place/Gatsby/@48.8549938,2.3028223,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670272d27a4cf:0xea3a312d10d9b561!8m2!3d48.8550029!4d2.3050556?hl=fr","legatsby.fr"
"4 Pl. Victor Hugo, 75016 Paris, France","Bar","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=t1OpP7Y9q2dcvNrZFp5zpQ&cb_client=search.gws-prod.gps&w=408&h=240&yaw=345.09308&pitch=0&thumbfov=100","false",,"48.8701389","2.2855426","4 Pl. Victor Hugo",,,,,,,"false",,"ChIJDV5NJstv5kcR8KZjastgpH8","V7CP+26 Paris, France","75016","100","0","0","0","0","0","0","2021-08-07T18:28:16.239Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"4 Pl. Victor Hugo",,"false","Mehdi",,"https://www.google.com/maps/place/Mehdi/@48.8701008,2.2833637,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fcb264d5e0d:0x7fa460cb6a63a6f0!8m2!3d48.8701389!4d2.2855426?hl=fr",
"Domaine de Longchamp, 1 Carr de Longchamp, 75016 Paris, France","Bar","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMQKxAh_tURaoXWXyHqbe2dMIxjwv8Lv1I3qxjR=w1920-h1080-k-no","false","Situé dans : Bois de Boulogne","48.8646676","2.2381664","Domaine de Longchamp, 1 Carr de Longchamp",,,,,,,"false","+33 7 49 84 91 57","ChIJh78UOSll5kcR2dcUuRHo0IQ","V67Q+V7 Paris, France","75016","99","527","203","93","142","57","32","2021-08-07T18:28:37.901Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"Domaine de Longchamp, 1 Carr de Longchamp",,"false","La Clairière","3.4","https://www.google.com/maps/place/La+Clairi%C3%A8re/@48.8646885,2.2360073,17z/data=!3m1!4b1!4m5!3m4!1s0x47e665293914bf87:0x84d0e811b914d7d9!8m2!3d48.8646676!4d2.2381664?hl=fr","facebook.com"
"158 Av. de Versailles, 75016 Paris, France","Restaurant japonais","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOdQ74toSyHcv0JxJVu3FaDiDfNONW2wROxQ92x=w1920-h1080-k-no","false",,"48.8405792","2.2643497","158 Av. de Versailles","thefork.fr","https://www.thefork.fr/restaurant/saveurs-de-tokyo-r364243?cc=18174-54f",,,,,"false","+33 1 42 88 88 89","ChIJgynN1Lx65kcRk4b4Xj2lh8c","R7R7+6P Paris, France","75016","98","192","111","42","17","15","7","2021-08-07T18:28:45.970Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"158 Av. de Versailles",,"false","Saveurs de Tokyo","4.2","https://www.google.com/maps/place/Saveurs+de+Tokyo/@48.8405898,2.2621464,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67abcd4cd2983:0xc787a53d5ef88693!8m2!3d48.8405792!4d2.2643497?hl=fr","restaurant-tokyo-paris16.fr"
"53 Rue Boissière, 75116 Paris, France","Bar","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=tgz-2rX4OCOt1Ud7rdbUMw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=236.04&pitch=0&thumbfov=100","false",,"48.8676296","2.2884289","53 Rue Boissière",,,,,,,"false","+33 2 32 32 01 93","ChIJ5yBXCPBv5kcR0s78RWhFIrQ","V79Q+28 Paris, France","75116","97","0","0","0","0","0","0","2021-08-07T18:28:53.194Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"53 Rue Boissière",,"false","Happy Pub",,"https://www.google.com/maps/place/Happy+Pub/@48.867558,2.2861592,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ff0085720e7:0xb422456845fcced2!8m2!3d48.8676296!4d2.2884289?hl=fr","happypub.fr"
"59 Rue Saint-Didier, 75016 Paris, France","Restaurant casher","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipO1kgn48IFVhKqWFV7eDnBKKylkEeVnqs-Sirra=w1920-h1080-k-no","false",,"48.8673832","2.2822385","59 Rue Saint-Didier","milkbar59.fr","https://commandes.milkbar59.fr/",,,,,"false","+33 1 45 13 00 01","ChIJu6BLp3pv5kcRe5cX25b5mdY","V78J+WV Paris, France","75016","96","4","3","0","0","1","0","2021-08-07T18:29:15.659Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"59 Rue Saint-Didier",,"false","Milk Bar","4.5","https://www.google.com/maps/place/Milk+Bar/@48.8673449,2.2800222,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f7aa74ba0bb:0xd699f996db17977b!8m2!3d48.8673832!4d2.2822385?hl=fr","milkbar59.fr"
"2 Av. de Lamballe, 75016 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPIIbFKY6fb2fmUvlyoNSQrN9APgd19tjeWy56W=w1920-h1080-k-no","false",,"48.8546542","2.2831445","2 Av. de Lamballe",,,,,,,"false","+33 1 45 25 95 94","ChIJgxrZzgNw5kcRnwuAEqTRsIM","V73M+V7 Paris, France","75016","95","360","205","99","14","30","12","2021-08-07T18:29:22.343Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"2 Av. de Lamballe",,"false","Le Tournesol PARIS 16","4.3","https://www.google.com/maps/place/Le+Tournesol+PARIS+16/@48.8546625,2.2809419,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67003ced91a83:0x83b0d1a412800b9f!8m2!3d48.8546542!4d2.2831445?hl=fr","le-tournesol.fr"
"2 Rue Duban, 75016 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPlJy12AyJlHpEswmEfPTURqJnCjB1Ufe-t-409=w1920-h1080-k-no","false",,"48.8564268","2.2779158","2 Rue Duban","thefork.fr","https://www.thefork.fr/restaurant/la-librairie-r19488?cc=18174-54f",,,,,"false","+33 1 45 20 50 23","ChIJY747bQBw5kcRmfmUEY7NzxQ","V74H+H5 Paris, France","75016","94","245","123","89","8","17","8","2021-08-07T18:29:29.770Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"2 Rue Duban",,"false","La Librairie","4.3","https://www.google.com/maps/place/La+Librairie/@48.8564173,2.2757129,17z/data=!3m1!4b1!4m5!3m4!1s0x47e670006d3bbe63:0x14cfcd8e1194f999!8m2!3d48.8564268!4d2.2779158?hl=fr","la-librairie.lafourchette.rest"
"71 Bd Gouvion-Saint-Cyr, 75017 Paris, France","Restaurant canadien","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipOHZBvXdmXDZ6f9hIaLh_db8TT9rQugXOnDFfXj=w1920-h1080-k-no","false",,"48.8803705","2.2853077","71 Bd Gouvion-Saint-Cyr","thefork.fr","https://www.thefork.fr/restaurant/the-canadian-embassy-pub-r386801?cc=18174-54f",,,,,"false","+33 9 81 89 39 93","ChIJDebRfIxv5kcRDH8vlYzbBH8","V7JP+44 Paris, France","75017","93","802","358","287","27","113","17","2021-08-07T18:29:38.057Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"71 Bd Gouvion-Saint-Cyr",,"false","The Canadian Embassy Pub","4.2","https://www.google.com/maps/place/The+Canadian+Embassy+Pub/@48.8803702,2.2831202,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f8c7cd1e60d:0x7f04db8c952f7f0c!8m2!3d48.8803705!4d2.2853077?hl=fr",
"7 Rue Bayen, 75017 Paris, France","Bar à tapas","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPKMFMI56tNjWy4ue9P0rnaAj8BSl0UaaNol0Yi=w1920-h1080-k-no","false",,"48.8788174","2.295494","7 Rue Bayen",,,,,,,"false","+33 1 47 66 12 71","ChIJK9cLYZNv5kcRu6sHkXXP6ss","V7HW+G5 Paris, France","75017","92","248","155","68","5","17","3","2021-08-07T18:29:46.268Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"7 Rue Bayen",,"false","ApéRock","4.5","https://www.google.com/maps/place/Ap%C3%A9Rock/@48.8787897,2.2932647,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f93610bd72b:0xcbeacf759107abbb!8m2!3d48.8788174!4d2.295494?hl=fr","aperock.business.site"
"2 Rue Poussin, 75016 Paris, France","Bar","Paris","FR","https://streetviewpixels-pa.googleapis.com/v1/thumbnail?panoid=eHD0pLTSj9mZSqmVkrUInw&cb_client=search.gws-prod.gps&w=408&h=240&yaw=224.78677&pitch=0&thumbfov=100","false",,"48.8490435","2.2661006","2 Rue Poussin",,,,,,,"false","+33 1 42 88 78 46","ChIJOaehwq965kcRvGQ-ubxobTU","R7X8+JC Paris, France","75016","91","2","2","0","0","0","0","2021-08-07T18:29:53.204Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"2 Rue Poussin",,"false","David Langlois","5","https://www.google.com/maps/place/David+Langlois/@48.8490369,2.2638419,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67aafc2a1a739:0x356d68bcb93e64bc!8m2!3d48.8490435!4d2.2661006?hl=fr",
"16 Rue de Berri, 75008 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipM_psNTcLs3yglus6lWGTDtc4oVEbDyJ7V2MqpP=w1920-h1080-k-no","false",,"48.8727916","2.3050101","16 Rue de Berri",,,,,,,"false","+33 1 43 59 93 00","ChIJx8nxaMFv5kcRnI8TRwFto3c","V8F3+4X Paris, France","75008","90","26","17","6","1","2","0","2021-08-07T18:30:00.578Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"16 Rue de Berri",,"false","Lounge Bar","4.5","https://www.google.com/maps/place/Lounge+Bar/@48.8728093,2.3027964,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66fc168f1c9c7:0x77a36d0147138f9c!8m2!3d48.8727916!4d2.3050101?hl=fr",
"129 Av. Victor Hugo, 75116 Paris, France","Restaurant","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipPkzSkJL3X2YBwIIaEj9SZB8zzNQc9IyGLeUawJ=w1920-h1080-k-no","false",,"48.8679057","2.2815038","129 Av. Victor Hugo",,,,,,,"false","+33 1 43 59 72 41","ChIJ9-Zy-m9v5kcRcFVAwmiTGdc","V79J+4J Paris, France","75116","89","66","45","6","10","2","3","2021-08-07T18:30:09.519Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"129 Av. Victor Hugo",,"false","JACQUES","4.1","https://www.google.com/maps/place/JACQUES/@48.8678748,2.2793572,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f6ffa72e6f7:0xd7199368c2405570!8m2!3d48.8679057!4d2.2815038?hl=fr","jacquesrestaurantparis.com"
"45 Av. Raymond Poincaré, 75116 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipMLeCthtrQgq7OXccVkuU10wlquHGGg-UU0opkP=w1920-h1080-k-no","false",,"48.8665042","2.2859826","45 Av. Raymond Poincaré",,,,,,,"false","+33 1 47 27 72 19","ChIJrad0YPpv5kcRxJcDuA5_6IM","V78P+H8 Paris, France","75116","88","277","115","100","20","32","10","2021-08-07T18:30:16.520Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"45 Av. Raymond Poincaré",,"false","XVIe Avenue","4","https://www.google.com/maps/place/XVIe+Avenue/@48.8664894,2.2836693,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ffa6074a7ad:0x83e87f0eb80397c4!8m2!3d48.8665042!4d2.2859826?hl=fr","restaurant-16emeavenue.com"
"90 Rue de la Tour, 75116 Paris, France","Bistro","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipNk_Aewu0rwPOguiyR7wgl01V6gsC_M7R7ATiwD=w1920-h1080-k-no","false",,"48.8617709","2.2784847","90 Rue de la Tour",,,,,,,"false","+33 1 45 03 57 20","ChIJW0hc0oVv5kcRjT8OXh2cdmA","V76H+P9 Paris, France","75116","87","47","25","11","1","7","3","2021-08-07T18:30:23.735Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"90 Rue de la Tour",,"false","Bistrot Le 90","4.2","https://www.google.com/maps/place/Bistrot+Le+90/@48.8617713,2.2762966,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66f85d25c485b:0x60769c1d5e0e3f8d!8m2!3d48.8617709!4d2.2784847?hl=fr","facebook.com"
"2 Pl. de la Prte de Saint-Cloud, 75016 Paris, France","Restaurant américain","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipO_Jc5UVpra6XlRqyxZRZ4205eNle_G9JCESgmX=w1920-h1080-k-no","false",,"48.8376542","2.2579359","2 Pl. de la Prte de Saint-Cloud",,,,,,,"false","+33 1 46 51 41 42","ChIJ8TdX9JV65kcRMtSCvhGSqu0","R7Q5+35 Paris, France","75016","86","630","138","185","103","143","61","2021-08-07T18:30:33.953Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"2 Pl. de la Prte de Saint-Cloud",,"false","Indiana Café - Saint-Cloud","3.3","https://www.google.com/maps/place/Indiana+Caf%C3%A9+-+Saint-Cloud/@48.8377095,2.2557459,17z/data=!3m1!4b1!4m5!3m4!1s0x47e67a95f45737f1:0xedaa9211be82d432!8m2!3d48.8376542!4d2.2579359?hl=fr","indianacafe.fr"
"22 Av. Raymond Poincaré, 75116 Paris, France","Restaurant français","Paris","FR","https://lh5.googleusercontent.com/p/AF1QipO28fax4eIAGH06BaDAEB5tUwUYIay9letLFvLh=w1920-h1080-k-no","false",,"48.8651485","2.2866744","22 Av. Raymond Poincaré","thefork.fr","https://www.thefork.fr/restaurant/le-poincare-r402757?cc=18174-54f",,,,,"false","+33 1 45 05 46 10","ChIJhft5_vpv5kcRPl37csB1SmQ","V78P+3M Paris, France","75116","85","739","345","239","34","98","23","2021-08-07T18:30:41.219Z","https://www.google.com/maps/search/bar+a+proximite+de+Paris+16,+Paris/@48.8620679,2.2394451,13z/data=!3m1!4b1!4m2!2m1!6e5?hl=fr","bar a proximite de Paris 16, Paris",,"22 Av. Raymond Poincaré",,"false","Le PoinCaré","4.1","https://www.google.com/maps/place/Le+PoinCar%C3%A9/@48.8651485,2.2844803,17z/data=!3m1!4b1!4m5!3m4!1s0x47e66ffafe79fb85:0x644a75c072fb5d3e!8m2!3d48.8651485!4d2.2866744?hl=fr","lepoincaré.com"
